iter,loss,Acc,mean image rate
1441,3.544,0.258,742.280 img/s).
1442,3.812,0.211,763.209 img/s).
1443,3.236,0.312,752.277 img/s).
1444,3.411,0.293,777.476 img/s).
1445,3.519,0.254,572.148 img/s).
1446,3.408,0.277,706.223 img/s).
1447,3.421,0.277,730.668 img/s).
1448,3.129,0.332,758.270 img/s).
1449,3.187,0.32,760.108 img/s).
1450,3.291,0.309,646.737 img/s).
1451,3.401,0.27,713.063 img/s).
1452,3.324,0.25,784.032 img/s).
1453,3.397,0.297,760.040 img/s).
1454,3.415,0.246,616.583 img/s).
1455,3.439,0.254,688.901 img/s).
1456,3.522,0.238,775.650 img/s).
1457,3.204,0.305,780.561 img/s).
1458,3.165,0.273,775.903 img/s).
1459,3.543,0.297,713.744 img/s).
1460,3.435,0.316,776.043 img/s).
1461,3.411,0.258,660.689 img/s).
1462,3.539,0.223,547.573 img/s).
1463,3.502,0.242,749.096 img/s).
1464,3.054,0.32,737.098 img/s).
1465,3.45,0.254,628.804 img/s).
1466,3.153,0.285,771.272 img/s).
1467,3.752,0.234,743.875 img/s).
1468,3.326,0.277,750.002 img/s).
1469,3.188,0.305,728.534 img/s).
1470,3.527,0.27,623.485 img/s).
1471,3.261,0.277,753.675 img/s).
1472,3.186,0.305,779.570 img/s).
1473,3.543,0.223,727.150 img/s).
1474,3.578,0.266,551.937 img/s).
1475,3.269,0.297,755.582 img/s).
1476,3.281,0.246,758.561 img/s).
1477,3.39,0.297,675.722 img/s).
1478,3.409,0.281,746.161 img/s).
1479,3.675,0.223,634.963 img/s).
1480,3.566,0.254,753.242 img/s).
1481,3.369,0.312,745.423 img/s).
1482,3.255,0.246,731.350 img/s).
1483,3.293,0.27,723.785 img/s).
1484,3.491,0.25,759.186 img/s).
1485,3.389,0.277,766.828 img/s).
1486,3.32,0.281,742.345 img/s).
1487,3.546,0.246,792.782 img/s).
1488,3.248,0.254,710.791 img/s).
1489,3.309,0.277,757.534 img/s).
1490,3.432,0.293,716.687 img/s).
1491,3.329,0.293,747.568 img/s).
1492,3.224,0.285,752.043 img/s).
1493,3.355,0.312,737.966 img/s).
1494,3.45,0.266,789.808 img/s).
1495,3.392,0.277,726.884 img/s).
1496,3.354,0.27,771.688 img/s).
1497,3.302,0.273,755.148 img/s).
1498,3.362,0.25,748.850 img/s).
1499,3.374,0.27,645.836 img/s).
1500,3.399,0.273,726.309 img/s).
1501,3.451,0.277,752.654 img/s).
1502,3.24,0.293,530.079 img/s).
1503,3.247,0.277,583.768 img/s).
1504,3.286,0.281,761.464 img/s).
1505,3.421,0.262,792.607 img/s).
1506,3.645,0.266,662.962 img/s).
1507,3.45,0.277,731.236 img/s).
1508,3.66,0.223,751.316 img/s).
1509,3.336,0.285,685.647 img/s).
1510,3.483,0.223,776.299 img/s).
1511,3.361,0.254,735.746 img/s).
1512,3.334,0.25,649.397 img/s).
1513,3.246,0.312,779.589 img/s).
1514,3.451,0.281,696.140 img/s).
1515,3.245,0.285,753.472 img/s).
1516,3.184,0.301,626.701 img/s).
1517,3.324,0.281,734.738 img/s).
1518,3.384,0.277,651.805 img/s).
1519,3.281,0.289,755.949 img/s).
1520,3.238,0.305,733.698 img/s).
1521,3.38,0.254,707.536 img/s).
1522,3.376,0.281,677.585 img/s).
1523,3.26,0.301,658.938 img/s).
1524,3.564,0.266,763.913 img/s).
1525,3.226,0.309,719.245 img/s).
1526,3.286,0.285,742.576 img/s).
1527,3.377,0.262,761.802 img/s).
1528,3.546,0.223,811.395 img/s).
1529,3.219,0.285,686.580 img/s).
1530,3.538,0.25,24.031 img/s).
1531,3.486,0.277,959.641 img/s).
1532,3.267,0.305,1043.621 img/s).
1533,3.361,0.25,1061.880 img/s).
1534,3.059,0.324,997.410 img/s).
1535,3.427,0.277,1084.893 img/s).
1536,3.419,0.277,860.311 img/s).
1537,3.214,0.309,686.233 img/s).
1538,3.461,0.25,731.083 img/s).
1539,3.393,0.293,734.539 img/s).
1540,3.529,0.195,752.041 img/s).
1541,3.705,0.215,778.967 img/s).
1542,3.397,0.297,721.785 img/s).
1543,3.333,0.285,682.657 img/s).
1544,3.49,0.254,743.078 img/s).
1545,3.449,0.293,737.277 img/s).
1546,3.469,0.234,683.062 img/s).
1547,3.176,0.32,686.279 img/s).
1548,3.362,0.277,596.800 img/s).
1549,3.468,0.285,722.844 img/s).
1550,3.364,0.27,740.112 img/s).
1551,3.409,0.227,692.131 img/s).
1552,3.771,0.211,767.130 img/s).
1553,3.26,0.32,715.582 img/s).
1554,3.489,0.23,719.984 img/s).
1555,3.358,0.305,738.846 img/s).
1556,3.309,0.262,733.678 img/s).
1557,3.428,0.254,736.968 img/s).
1558,3.277,0.273,743.950 img/s).
1559,3.457,0.285,690.550 img/s).
1560,3.191,0.289,738.536 img/s).
1561,3.444,0.238,703.411 img/s).
1562,3.59,0.25,695.761 img/s).
1563,3.244,0.344,615.704 img/s).
1564,3.361,0.32,687.178 img/s).
1565,3.502,0.266,706.570 img/s).
1566,3.333,0.266,635.606 img/s).
1567,3.069,0.301,725.421 img/s).
1568,3.425,0.293,775.363 img/s).
1569,3.016,0.32,737.147 img/s).
1570,3.56,0.219,649.546 img/s).
1571,3.177,0.297,714.095 img/s).
1572,3.51,0.246,686.831 img/s).
1573,3.438,0.242,573.659 img/s).
1574,3.447,0.27,740.431 img/s).
1575,3.434,0.223,686.283 img/s).
1576,3.24,0.285,645.171 img/s).
1577,3.341,0.266,724.860 img/s).
1578,3.288,0.25,714.048 img/s).
1579,3.275,0.289,749.695 img/s).
1580,3.425,0.273,594.918 img/s).
1581,3.29,0.312,695.484 img/s).
1582,3.283,0.312,773.427 img/s).
1583,3.373,0.242,683.919 img/s).
1584,3.279,0.309,727.086 img/s).
1585,3.262,0.316,724.066 img/s).
1586,3.467,0.258,780.723 img/s).
1587,3.031,0.348,741.339 img/s).
1588,3.452,0.27,698.918 img/s).
1589,3.234,0.328,708.897 img/s).
1590,3.174,0.293,681.969 img/s).
1591,3.443,0.262,746.062 img/s).
1592,3.448,0.258,711.378 img/s).
1593,3.321,0.281,644.743 img/s).
1594,3.256,0.34,709.417 img/s).
1595,3.471,0.246,748.419 img/s).
1596,3.452,0.262,732.161 img/s).
1597,3.512,0.285,743.630 img/s).
1598,3.34,0.25,803.412 img/s).
1599,3.512,0.277,684.055 img/s).
1600,3.286,0.281,725.595 img/s).
1601,3.21,0.309,731.037 img/s).
1602,3.414,0.289,670.942 img/s).
1603,3.285,0.273,723.982 img/s).
1604,3.341,0.301,738.589 img/s).
1605,3.342,0.312,795.987 img/s).
1606,3.358,0.324,724.103 img/s).
1607,3.149,0.301,722.051 img/s).
1608,3.385,0.262,719.232 img/s).
1609,3.304,0.301,708.884 img/s).
1610,3.501,0.258,683.774 img/s).
1611,3.256,0.301,691.683 img/s).
1612,3.461,0.262,727.307 img/s).
1613,3.429,0.277,750.152 img/s).
1614,3.398,0.285,698.628 img/s).
1615,3.34,0.289,753.661 img/s).
1616,3.282,0.297,714.952 img/s).
1617,3.648,0.211,747.382 img/s).
1618,3.501,0.262,702.727 img/s).
1619,3.366,0.281,808.899 img/s).
1620,3.215,0.25,680.115 img/s).
1621,3.515,0.203,714.380 img/s).
1622,3.613,0.285,685.090 img/s).
1623,3.258,0.27,686.941 img/s).
1624,3.057,0.344,736.829 img/s).
1625,3.272,0.301,702.457 img/s).
1626,3.343,0.262,726.055 img/s).
1627,3.535,0.262,744.156 img/s).
1628,3.544,0.246,780.501 img/s).
1629,3.321,0.289,659.639 img/s).
1630,3.179,0.312,737.115 img/s).
1631,3.369,0.297,683.167 img/s).
1632,3.408,0.266,560.519 img/s).
1633,3.577,0.234,759.123 img/s).
1634,3.383,0.266,704.609 img/s).
1635,3.311,0.27,760.923 img/s).
1636,3.243,0.285,690.244 img/s).
1637,3.498,0.234,804.775 img/s).
1638,3.189,0.34,602.475 img/s).
1639,3.505,0.223,748.749 img/s).
1640,3.176,0.273,655.447 img/s).
1641,3.084,0.34,710.544 img/s).
1642,3.347,0.273,777.411 img/s).
1643,3.459,0.277,715.751 img/s).
1644,3.369,0.289,652.635 img/s).
1645,3.214,0.328,776.060 img/s).
1646,3.374,0.277,728.955 img/s).
1647,3.108,0.332,452.414 img/s).
1648,3.408,0.289,733.609 img/s).
1649,3.324,0.289,754.214 img/s).
1650,3.513,0.266,734.206 img/s).
1651,3.519,0.273,725.076 img/s).
1652,3.32,0.285,733.813 img/s).
1653,3.166,0.344,728.280 img/s).
1654,3.213,0.312,676.344 img/s).
1655,3.296,0.289,739.067 img/s).
1656,3.105,0.328,757.467 img/s).
1657,3.38,0.281,730.808 img/s).
1658,3.561,0.258,706.273 img/s).
1659,3.372,0.277,745.457 img/s).
1660,3.487,0.25,745.863 img/s).
1661,3.05,0.359,793.992 img/s).
1662,3.362,0.336,670.853 img/s).
1663,3.561,0.242,792.383 img/s).
1664,3.32,0.273,759.145 img/s).
1665,3.367,0.277,723.719 img/s).
1666,3.403,0.293,706.418 img/s).
1667,3.312,0.293,623.426 img/s).
1668,3.074,0.34,704.074 img/s).
1669,3.426,0.289,711.490 img/s).
1670,3.131,0.301,722.082 img/s).
1671,3.236,0.312,636.903 img/s).
1672,3.258,0.246,727.669 img/s).
1673,3.379,0.273,652.115 img/s).
1674,3.225,0.301,593.513 img/s).
1675,3.515,0.254,798.019 img/s).
1676,3.219,0.285,724.579 img/s).
1677,3.357,0.266,773.698 img/s).
1678,3.301,0.273,772.219 img/s).
1679,2.979,0.355,783.623 img/s).
1680,3.478,0.297,746.985 img/s).
1681,3.296,0.281,783.516 img/s).
1682,3.384,0.258,707.378 img/s).
1683,3.586,0.242,732.025 img/s).
1684,3.59,0.227,742.356 img/s).
1685,3.442,0.27,821.008 img/s).
1686,3.411,0.262,788.846 img/s).
1687,3.146,0.352,727.166 img/s).
1688,3.322,0.293,800.628 img/s).
1689,3.211,0.344,727.843 img/s).
1690,3.436,0.305,663.086 img/s).
1691,3.325,0.305,737.464 img/s).
1692,3.294,0.305,732.608 img/s).
1693,3.155,0.281,745.048 img/s).
1694,3.125,0.34,716.879 img/s).
1695,3.4,0.25,649.537 img/s).
1696,3.216,0.305,23.378 img/s).
1697,3.078,0.285,513.659 img/s).
1698,3.269,0.262,1062.525 img/s).
1699,3.176,0.301,973.347 img/s).
1700,3.417,0.285,1096.494 img/s).
1701,2.957,0.324,1060.313 img/s).
1702,3.313,0.309,1032.606 img/s).
1703,3.315,0.27,1065.678 img/s).
1704,3.487,0.238,873.270 img/s).
1705,3.132,0.328,667.142 img/s).
1706,3.604,0.215,488.110 img/s).
1707,3.492,0.297,764.190 img/s).
1708,3.252,0.305,614.323 img/s).
1709,3.214,0.301,753.653 img/s).
1710,3.174,0.277,744.006 img/s).
1711,3.254,0.309,721.264 img/s).
1712,3.319,0.293,722.417 img/s).
1713,3.334,0.246,739.492 img/s).
1714,3.364,0.273,696.846 img/s).
1715,3.351,0.301,660.539 img/s).
1716,3.068,0.312,700.888 img/s).
1717,3.34,0.262,723.064 img/s).
1718,3.259,0.281,726.473 img/s).
1719,3.264,0.285,732.833 img/s).
1720,3.38,0.277,711.542 img/s).
1721,3.328,0.289,730.261 img/s).
1722,3.323,0.258,740.189 img/s).
1723,3.298,0.301,703.393 img/s).
1724,3.335,0.297,728.598 img/s).
1725,3.331,0.289,684.904 img/s).
1726,3.362,0.297,683.412 img/s).
1727,3.395,0.254,585.499 img/s).
1728,3.23,0.316,729.020 img/s).
1729,3.493,0.215,750.750 img/s).
1730,3.351,0.32,752.777 img/s).
1731,3.194,0.316,741.283 img/s).
1732,3.458,0.254,688.745 img/s).
1733,3.516,0.246,703.556 img/s).
1734,3.567,0.262,622.708 img/s).
1735,3.402,0.281,689.480 img/s).
1736,3.18,0.312,650.264 img/s).
1737,3.264,0.344,748.990 img/s).
1738,3.423,0.27,761.571 img/s).
1739,2.978,0.324,678.665 img/s).
1740,3.333,0.297,740.432 img/s).
1741,3.307,0.285,662.354 img/s).
1742,3.274,0.281,590.234 img/s).
1743,3.439,0.27,774.431 img/s).
1744,3.459,0.27,685.967 img/s).
1745,3.101,0.367,711.328 img/s).
1746,3.666,0.254,774.578 img/s).
1747,3.378,0.297,736.767 img/s).
1748,3.252,0.312,746.048 img/s).
1749,3.395,0.25,742.219 img/s).
1750,3.472,0.262,714.601 img/s).
1751,3.535,0.23,761.616 img/s).
1752,3.402,0.277,766.015 img/s).
1753,3.34,0.297,645.138 img/s).
1754,3.445,0.238,711.276 img/s).
1755,3.174,0.336,717.700 img/s).
1756,3.367,0.262,503.073 img/s).
1757,3.505,0.266,638.567 img/s).
1758,3.502,0.246,723.793 img/s).
1759,3.551,0.242,598.593 img/s).
1760,3.425,0.305,692.336 img/s).
1761,3.452,0.277,702.787 img/s).
1762,3.231,0.309,684.440 img/s).
1763,3.615,0.246,728.018 img/s).
1764,3.548,0.254,656.097 img/s).
1765,3.499,0.281,697.673 img/s).
1766,3.425,0.254,690.054 img/s).
1767,3.569,0.262,715.179 img/s).
1768,3.297,0.273,729.227 img/s).
1769,3.242,0.312,767.324 img/s).
1770,3.243,0.32,723.498 img/s).
1771,3.304,0.281,671.958 img/s).
1772,3.277,0.281,620.125 img/s).
1773,3.106,0.301,433.483 img/s).
1774,3.508,0.27,747.027 img/s).
1775,3.167,0.32,724.712 img/s).
1776,3.287,0.301,654.496 img/s).
1777,3.369,0.285,760.168 img/s).
1778,3.097,0.328,721.786 img/s).
1779,3.507,0.246,408.704 img/s).
1780,3.455,0.258,726.110 img/s).
1781,3.377,0.262,669.699 img/s).
1782,3.326,0.27,737.899 img/s).
1783,2.922,0.332,634.089 img/s).
1784,3.376,0.258,689.273 img/s).
1785,3.074,0.336,730.580 img/s).
1786,3.324,0.277,617.857 img/s).
1787,3.133,0.363,700.082 img/s).
1788,3.273,0.27,592.142 img/s).
1789,3.329,0.258,742.604 img/s).
1790,3.256,0.285,617.469 img/s).
1791,3.347,0.266,744.611 img/s).
1792,3.32,0.258,708.046 img/s).
1793,3.535,0.277,659.941 img/s).
1794,3.592,0.266,715.987 img/s).
1795,3.17,0.312,700.059 img/s).
1796,3.124,0.324,732.119 img/s).
1797,3.207,0.336,724.144 img/s).
1798,3.172,0.324,699.877 img/s).
1799,3.095,0.332,759.356 img/s).
1800,3.286,0.301,749.506 img/s).
1801,3.153,0.285,679.026 img/s).
1802,3.432,0.27,734.742 img/s).
1803,3.247,0.285,774.230 img/s).
1804,3.503,0.328,692.383 img/s).
1805,3.085,0.312,712.131 img/s).
1806,3.171,0.293,721.825 img/s).
1807,3.165,0.281,787.995 img/s).
1808,3.506,0.223,632.307 img/s).
1809,3.391,0.254,746.540 img/s).
1810,3.548,0.262,746.687 img/s).
1811,3.344,0.277,762.427 img/s).
1812,3.472,0.273,697.367 img/s).
1813,3.126,0.352,740.831 img/s).
1814,3.284,0.258,779.533 img/s).
1815,3.173,0.324,740.780 img/s).
1816,3.029,0.285,778.704 img/s).
1817,3.321,0.305,666.910 img/s).
1818,3.424,0.266,699.340 img/s).
1819,3.348,0.273,765.285 img/s).
1820,3.405,0.234,742.568 img/s).
1821,3.257,0.266,615.744 img/s).
1822,3.3,0.273,682.433 img/s).
1823,3.526,0.246,444.652 img/s).
1824,3.339,0.289,746.616 img/s).
1825,3.273,0.277,714.672 img/s).
1826,3.353,0.281,776.969 img/s).
1827,3.425,0.242,622.208 img/s).
1828,3.198,0.297,684.148 img/s).
1829,3.481,0.273,698.335 img/s).
1830,3.381,0.281,766.370 img/s).
1831,3.134,0.301,681.473 img/s).
1832,3.206,0.289,770.478 img/s).
1833,3.237,0.27,740.718 img/s).
1834,3.024,0.32,714.022 img/s).
1835,2.997,0.34,759.034 img/s).
1836,3.643,0.23,695.709 img/s).
1837,3.495,0.27,640.104 img/s).
1838,3.337,0.301,727.675 img/s).
1839,3.378,0.242,765.943 img/s).
1840,3.176,0.293,669.434 img/s).
1841,3.278,0.281,697.929 img/s).
1842,3.496,0.258,736.005 img/s).
1843,3.457,0.266,638.127 img/s).
1844,3.434,0.273,704.332 img/s).
1845,3.334,0.324,749.027 img/s).
1846,3.5,0.254,687.323 img/s).
1847,3.406,0.262,735.628 img/s).
1848,3.058,0.355,704.524 img/s).
1849,3.175,0.281,803.406 img/s).
1850,3.314,0.277,755.619 img/s).
1851,3.239,0.32,729.839 img/s).
1852,3.108,0.328,753.384 img/s).
1853,3.532,0.23,22.064 img/s).
1854,3.45,0.262,965.009 img/s).
1855,3.384,0.262,1105.537 img/s).
1856,3.67,0.211,1009.664 img/s).
1857,3.169,0.301,1077.890 img/s).
1858,3.11,0.297,1011.907 img/s).
1859,3.321,0.293,1071.385 img/s).
1860,3.462,0.266,1062.301 img/s).
1861,3.431,0.254,899.287 img/s).
1862,2.992,0.34,727.159 img/s).
1863,3.555,0.242,714.104 img/s).
1864,3.643,0.262,597.112 img/s).
1865,3.19,0.305,654.163 img/s).
1866,3.321,0.254,747.898 img/s).
1867,3.309,0.254,742.688 img/s).
1868,3.549,0.242,737.743 img/s).
1869,3.441,0.293,734.628 img/s).
1870,3.323,0.246,680.522 img/s).
1871,3.503,0.246,674.994 img/s).
1872,3.501,0.242,761.997 img/s).
1873,3.369,0.281,703.344 img/s).
1874,3.226,0.273,720.846 img/s).
1875,3.247,0.285,747.669 img/s).
1876,3.454,0.281,771.077 img/s).
1877,3.477,0.258,709.418 img/s).
1878,3.382,0.277,650.929 img/s).
1879,3.356,0.293,734.640 img/s).
1880,3.257,0.316,741.973 img/s).
1881,3.401,0.293,635.581 img/s).
1882,3.325,0.285,727.384 img/s).
1883,3.312,0.281,663.762 img/s).
1884,3.345,0.297,616.485 img/s).
1885,3.261,0.32,787.268 img/s).
1886,3.011,0.332,726.982 img/s).
1887,3.282,0.293,722.632 img/s).
1888,3.341,0.258,712.388 img/s).
1889,3.21,0.297,722.226 img/s).
1890,3.154,0.316,708.826 img/s).
1891,3.394,0.246,742.141 img/s).
1892,3.252,0.297,691.908 img/s).
1893,3.239,0.344,737.564 img/s).
1894,3.238,0.309,757.854 img/s).
1895,3.495,0.297,622.554 img/s).
1896,3.328,0.27,755.209 img/s).
1897,3.223,0.277,811.858 img/s).
1898,3.464,0.262,640.403 img/s).
1899,3.331,0.281,699.821 img/s).
1900,3.181,0.297,707.889 img/s).
1901,3.17,0.324,705.006 img/s).
1902,3.414,0.27,733.320 img/s).
1903,3.374,0.293,766.044 img/s).
1904,3.397,0.285,631.298 img/s).
1905,3.371,0.305,778.833 img/s).
1906,3.285,0.32,735.757 img/s).
1907,3.177,0.324,735.474 img/s).
1908,3.199,0.328,735.969 img/s).
1909,3.509,0.277,699.606 img/s).
1910,3.306,0.344,740.201 img/s).
1911,3.234,0.32,706.897 img/s).
1912,3.264,0.309,727.798 img/s).
1913,3.53,0.234,715.700 img/s).
1914,3.204,0.289,747.083 img/s).
1915,3.404,0.305,814.785 img/s).
1916,3.185,0.301,603.386 img/s).
1917,3.271,0.297,750.461 img/s).
1918,3.194,0.344,715.605 img/s).
1919,3.152,0.32,738.763 img/s).
1920,3.239,0.316,736.992 img/s).
1921,3.402,0.258,751.799 img/s).
1922,3.343,0.27,712.301 img/s).
1923,3.223,0.309,779.018 img/s).
1924,3.189,0.289,755.050 img/s).
1925,3.108,0.332,607.314 img/s).
1926,3.389,0.246,699.141 img/s).
1927,3.155,0.324,744.269 img/s).
1928,3.384,0.309,686.415 img/s).
1929,3.244,0.336,763.156 img/s).
1930,3.185,0.344,661.004 img/s).
1931,3.202,0.242,691.805 img/s).
1932,3.132,0.293,679.772 img/s).
1933,3.327,0.324,483.327 img/s).
1934,3.299,0.332,504.143 img/s).
1935,3.163,0.277,721.925 img/s).
1936,3.366,0.301,711.043 img/s).
1937,3.165,0.336,181.294 img/s).
1938,3.288,0.301,655.349 img/s).
1939,3.183,0.297,743.525 img/s).
1940,3.139,0.309,504.491 img/s).
1941,3.266,0.266,659.361 img/s).
1942,3.202,0.355,711.987 img/s).
1943,3.411,0.297,545.173 img/s).
1944,3.476,0.312,661.018 img/s).
1945,3.367,0.285,701.660 img/s).
1946,3.258,0.301,661.910 img/s).
1947,3.246,0.289,684.529 img/s).
1948,3.196,0.293,612.448 img/s).
1949,3.319,0.32,694.058 img/s).
1950,3.282,0.336,641.944 img/s).
1951,3.468,0.281,674.646 img/s).
1952,3.213,0.336,646.818 img/s).
1953,2.963,0.344,631.315 img/s).
1954,3.26,0.297,631.398 img/s).
1955,3.368,0.285,664.037 img/s).
1956,3.503,0.289,655.594 img/s).
1957,3.242,0.309,489.744 img/s).
1958,3.469,0.25,667.591 img/s).
1959,3.367,0.293,598.268 img/s).
1960,3.334,0.305,662.914 img/s).
1961,3.262,0.301,620.053 img/s).
1962,3.614,0.266,662.541 img/s).
1963,3.206,0.297,704.349 img/s).
1964,3.248,0.301,578.673 img/s).
1965,3.28,0.297,595.708 img/s).
1966,3.138,0.312,680.282 img/s).
1967,3.388,0.27,638.742 img/s).
1968,3.182,0.293,682.021 img/s).
1969,3.302,0.281,535.134 img/s).
1970,3.263,0.246,654.667 img/s).
1971,3.355,0.277,603.163 img/s).
1972,3.292,0.328,647.982 img/s).
1973,3.084,0.328,667.676 img/s).
1974,3.327,0.305,658.501 img/s).
1975,3.174,0.297,664.892 img/s).
1976,3.258,0.289,623.852 img/s).
1977,3.463,0.27,607.310 img/s).
1978,3.172,0.336,691.487 img/s).
1979,3.606,0.238,576.900 img/s).
1980,3.151,0.305,578.419 img/s).
1981,3.586,0.262,653.355 img/s).
1982,3.281,0.27,599.851 img/s).
1983,3.226,0.262,640.880 img/s).
1984,3.46,0.262,685.024 img/s).
1985,3.449,0.234,633.887 img/s).
1986,3.3,0.301,673.918 img/s).
1987,3.408,0.312,675.200 img/s).
1988,3.329,0.297,623.128 img/s).
1989,3.264,0.301,638.598 img/s).
1990,2.886,0.344,668.707 img/s).
1991,3.364,0.289,553.483 img/s).
1992,3.397,0.262,530.587 img/s).
1993,3.429,0.254,633.950 img/s).
1994,3.259,0.305,637.842 img/s).
1995,3.308,0.289,685.528 img/s).
1996,3.09,0.309,671.482 img/s).
1997,3.312,0.285,681.491 img/s).
1998,3.296,0.297,605.486 img/s).
1999,2.95,0.355,633.145 img/s).
2000,3.442,0.23,627.909 img/s).
2001,3.42,0.262,656.925 img/s).
2002,3.187,0.324,523.747 img/s).
2003,3.136,0.305,651.649 img/s).
2004,3.095,0.312,673.403 img/s).
2005,3.035,0.309,376.956 img/s).
2006,3.403,0.289,615.863 img/s).
2007,3.316,0.258,629.595 img/s).
2008,3.523,0.293,687.320 img/s).
2009,3.297,0.328,668.664 img/s).
2010,3.662,0.246,626.085 img/s).
2011,3.3,0.262,659.210 img/s).
2012,3.414,0.309,453.115 img/s).
2013,3.553,0.234,163.962 img/s).
2014,3.095,0.312,71.564 img/s).
2015,3.247,0.305,110.031 img/s).
2016,3.231,0.254,1097.525 img/s).
2017,3.3,0.281,610.355 img/s).
2018,3.254,0.285,664.767 img/s).
2019,3.298,0.312,574.944 img/s).
2020,3.175,0.297,646.222 img/s).
2021,3.222,0.297,633.846 img/s).
2022,3.182,0.301,613.016 img/s).
2023,3.277,0.285,666.370 img/s).
2024,3.281,0.289,689.653 img/s).
2025,3.284,0.312,617.010 img/s).
2026,3.289,0.289,653.146 img/s).
2027,3.028,0.32,698.595 img/s).
2028,3.213,0.32,637.015 img/s).
2029,3.286,0.312,671.394 img/s).
2030,3.341,0.258,654.219 img/s).
2031,2.979,0.383,674.703 img/s).
2032,3.358,0.309,628.166 img/s).
2033,3.311,0.246,673.972 img/s).
2034,3.257,0.281,660.095 img/s).
2035,3.357,0.262,643.788 img/s).
2036,3.25,0.273,642.754 img/s).
2037,3.391,0.316,692.860 img/s).
2038,3.249,0.277,659.206 img/s).
2039,3.537,0.27,652.615 img/s).
2040,3.236,0.328,660.864 img/s).
2041,3.383,0.277,648.350 img/s).
2042,3.473,0.266,641.600 img/s).
2043,3.107,0.312,556.590 img/s).
2044,3.437,0.27,390.795 img/s).
2045,3.634,0.238,650.515 img/s).
2046,3.039,0.27,659.582 img/s).
2047,3.102,0.328,635.803 img/s).
2048,3.365,0.332,604.629 img/s).
2049,3.291,0.297,648.714 img/s).
2050,3.386,0.242,665.273 img/s).
2051,3.293,0.301,640.170 img/s).
2052,3.139,0.301,613.962 img/s).
2053,3.108,0.324,641.478 img/s).
2054,3.361,0.238,663.311 img/s).
2055,3.245,0.273,683.136 img/s).
2056,3.35,0.266,432.257 img/s).
2057,3.107,0.332,586.326 img/s).
2058,3.334,0.281,629.671 img/s).
2059,3.275,0.285,508.356 img/s).
2060,3.374,0.27,681.432 img/s).
2061,3.196,0.32,651.671 img/s).
2062,3.551,0.234,628.067 img/s).
2063,3.212,0.285,653.015 img/s).
2064,3.201,0.328,637.220 img/s).
2065,3.407,0.312,663.594 img/s).
2066,3.231,0.293,659.173 img/s).
2067,3.163,0.355,696.765 img/s).
2068,3.246,0.332,506.058 img/s).
2069,3.36,0.277,615.390 img/s).
2070,3.252,0.316,643.284 img/s).
2071,3.03,0.336,661.332 img/s).
2072,3.191,0.309,543.135 img/s).
2073,3.261,0.336,579.781 img/s).
2074,3.264,0.324,616.613 img/s).
2075,3.445,0.234,636.800 img/s).
2076,3.437,0.297,643.958 img/s).
2077,3.217,0.309,644.231 img/s).
2078,3.179,0.301,693.130 img/s).
2079,3.052,0.312,370.933 img/s).
2080,3.227,0.34,614.557 img/s).
2081,2.989,0.285,603.404 img/s).
2082,3.063,0.312,664.648 img/s).
2083,3.044,0.363,620.892 img/s).
2084,3.448,0.27,666.243 img/s).
2085,3.48,0.258,650.099 img/s).
2086,3.262,0.297,665.076 img/s).
2087,3.32,0.305,652.295 img/s).
2088,3.273,0.34,653.728 img/s).
2089,3.223,0.328,683.256 img/s).
2090,3.397,0.262,595.478 img/s).
2091,3.445,0.234,351.598 img/s).
2092,3.353,0.316,582.069 img/s).
2093,3.251,0.301,529.638 img/s).
2094,3.16,0.312,605.138 img/s).
2095,3.242,0.277,619.409 img/s).
2096,3.167,0.301,599.574 img/s).
2097,3.383,0.301,609.646 img/s).
2098,3.102,0.34,661.172 img/s).
2099,3.504,0.262,624.599 img/s).
2100,3.25,0.309,626.158 img/s).
2101,3.478,0.293,664.244 img/s).
2102,3.14,0.344,328.177 img/s).
2103,2.998,0.359,677.903 img/s).
2104,3.424,0.293,620.538 img/s).
2105,3.152,0.316,680.666 img/s).
2106,3.425,0.27,639.199 img/s).
2107,3.344,0.293,695.966 img/s).
2108,3.469,0.297,692.891 img/s).
2109,3.394,0.266,643.203 img/s).
2110,3.125,0.305,685.235 img/s).
2111,3.273,0.297,666.708 img/s).
2112,3.498,0.301,646.970 img/s).
2113,3.536,0.266,627.850 img/s).
2114,3.45,0.25,636.862 img/s).
2115,3.469,0.27,656.647 img/s).
2116,3.464,0.289,650.631 img/s).
2117,3.16,0.336,645.356 img/s).
2118,3.423,0.246,667.449 img/s).
2119,3.139,0.32,639.941 img/s).
2120,3.498,0.27,648.625 img/s).
2121,2.942,0.34,341.076 img/s).
2122,3.336,0.297,681.644 img/s).
2123,3.111,0.285,626.891 img/s).
2124,3.632,0.238,632.483 img/s).
2125,3.352,0.25,646.003 img/s).
2126,3.573,0.242,666.212 img/s).
2127,3.137,0.289,716.919 img/s).
2128,3.298,0.281,682.527 img/s).
2129,3.192,0.281,678.074 img/s).
2130,3.195,0.332,685.740 img/s).
2131,3.256,0.289,654.757 img/s).
2132,3.456,0.273,649.975 img/s).
2133,3.2,0.316,383.345 img/s).
2134,3.456,0.27,632.987 img/s).
2135,3.063,0.316,663.005 img/s).
2136,3.214,0.273,624.412 img/s).
2137,3.34,0.309,596.050 img/s).
2138,3.32,0.273,667.225 img/s).
