iter,loss,Acc,mean image rate
4233,3.106,0.34,728.033 img/s).
4234,2.931,0.363,726.860 img/s).
4235,2.898,0.359,720.175 img/s).
4236,3.262,0.305,726.562 img/s).
4237,3.042,0.348,662.030 img/s).
4238,3.446,0.266,535.429 img/s).
4239,3.095,0.312,705.282 img/s).
4240,3.118,0.32,707.959 img/s).
4241,3.037,0.371,724.818 img/s).
4242,3.162,0.332,694.713 img/s).
4243,3.07,0.352,736.269 img/s).
4244,3.097,0.355,589.766 img/s).
4245,3.288,0.324,671.365 img/s).
4246,3.074,0.363,699.259 img/s).
4247,3.271,0.359,718.897 img/s).
4248,3.299,0.305,716.713 img/s).
4249,3.207,0.312,697.975 img/s).
4250,3.416,0.312,705.992 img/s).
4251,2.969,0.324,495.956 img/s).
4252,3.159,0.336,769.660 img/s).
4253,3.315,0.289,622.762 img/s).
4254,3.14,0.359,635.585 img/s).
4255,3.013,0.359,640.471 img/s).
4256,3.148,0.387,683.568 img/s).
4257,2.96,0.355,700.223 img/s).
4258,2.931,0.359,677.194 img/s).
4259,3.02,0.363,699.733 img/s).
4260,3.028,0.352,730.787 img/s).
4261,3.294,0.309,690.117 img/s).
4262,2.946,0.375,727.115 img/s).
4263,3.046,0.32,702.144 img/s).
4264,3.143,0.328,560.868 img/s).
4265,3.041,0.367,658.932 img/s).
4266,3.171,0.328,700.596 img/s).
4267,3.135,0.379,662.117 img/s).
4268,3.051,0.375,712.260 img/s).
4269,3.049,0.359,710.954 img/s).
4270,3.075,0.324,667.891 img/s).
4271,3.161,0.32,715.360 img/s).
4272,3.268,0.273,722.515 img/s).
4273,3.274,0.312,664.230 img/s).
4274,3.118,0.32,703.034 img/s).
4275,2.97,0.395,720.147 img/s).
4276,2.878,0.391,742.896 img/s).
4277,3.27,0.332,530.031 img/s).
4278,3.018,0.348,720.244 img/s).
4279,2.891,0.379,689.489 img/s).
4280,2.914,0.367,615.687 img/s).
4281,3.067,0.371,723.031 img/s).
4282,3.249,0.324,647.204 img/s).
4283,3.059,0.309,720.838 img/s).
4284,3.005,0.363,728.597 img/s).
4285,2.982,0.371,697.933 img/s).
4286,3.075,0.352,680.931 img/s).
4287,2.915,0.352,638.259 img/s).
4288,3.078,0.359,715.085 img/s).
4289,2.873,0.398,717.762 img/s).
4290,3.098,0.324,468.751 img/s).
4291,3.259,0.324,743.240 img/s).
4292,3.178,0.328,699.882 img/s).
4293,2.979,0.348,720.530 img/s).
4294,3.283,0.34,626.357 img/s).
4295,3.137,0.348,702.424 img/s).
4296,3.038,0.359,701.284 img/s).
4297,3.359,0.297,683.310 img/s).
4298,3.202,0.332,728.431 img/s).
4299,3.092,0.352,690.078 img/s).
4300,3.027,0.332,670.468 img/s).
4301,2.895,0.324,743.374 img/s).
4302,2.899,0.406,703.112 img/s).
4303,2.975,0.367,382.358 img/s).
4304,3.246,0.328,707.874 img/s).
4305,3.143,0.32,749.149 img/s).
4306,2.981,0.363,689.705 img/s).
4307,2.945,0.367,679.008 img/s).
4308,3.158,0.332,702.039 img/s).
4309,2.934,0.391,766.650 img/s).
4310,3.042,0.352,646.892 img/s).
4311,2.865,0.363,654.298 img/s).
4312,2.817,0.387,705.335 img/s).
4313,2.992,0.371,704.795 img/s).
4314,3.243,0.332,647.658 img/s).
4315,3.023,0.312,650.199 img/s).
4316,3.117,0.352,715.360 img/s).
4317,3.185,0.293,696.067 img/s).
4318,3.121,0.309,680.562 img/s).
4319,3.058,0.34,714.334 img/s).
4320,2.911,0.34,701.370 img/s).
4321,2.892,0.34,515.188 img/s).
4322,2.778,0.359,771.549 img/s).
4323,3.137,0.355,641.695 img/s).
4324,3.18,0.375,722.729 img/s).
4325,3.002,0.312,686.717 img/s).
4326,2.83,0.383,775.389 img/s).
4327,2.86,0.379,653.788 img/s).
4328,2.981,0.355,694.860 img/s).
4329,2.931,0.391,679.180 img/s).
4330,3.041,0.332,712.084 img/s).
4331,3.247,0.332,764.101 img/s).
4332,2.797,0.41,629.732 img/s).
4333,3.191,0.32,661.486 img/s).
4334,3.045,0.305,753.791 img/s).
4335,2.991,0.371,692.317 img/s).
4336,2.968,0.328,33.590 img/s).
4337,2.984,0.379,295.159 img/s).
4338,3.103,0.332,969.456 img/s).
4339,2.768,0.391,676.829 img/s).
4340,3.153,0.309,669.698 img/s).
4341,2.987,0.359,672.763 img/s).
4342,2.93,0.398,746.309 img/s).
4343,3.283,0.344,729.226 img/s).
4344,3.27,0.332,699.195 img/s).
4345,3.037,0.352,734.981 img/s).
4346,3.085,0.363,664.728 img/s).
4347,3.104,0.379,682.675 img/s).
4348,2.929,0.359,689.228 img/s).
4349,2.958,0.383,695.355 img/s).
4350,3.099,0.34,732.120 img/s).
4351,2.908,0.375,699.821 img/s).
4352,2.984,0.344,694.374 img/s).
4353,3.08,0.348,611.907 img/s).
4354,3.05,0.344,659.940 img/s).
4355,2.571,0.414,469.668 img/s).
4356,2.937,0.348,635.406 img/s).
4357,2.91,0.371,717.511 img/s).
4358,2.849,0.371,546.813 img/s).
4359,3.162,0.352,688.885 img/s).
4360,3.088,0.355,754.111 img/s).
4361,3.08,0.324,710.195 img/s).
4362,3.246,0.312,618.312 img/s).
4363,2.892,0.383,699.302 img/s).
4364,2.964,0.348,659.791 img/s).
4365,2.778,0.395,578.037 img/s).
4366,3.211,0.328,710.527 img/s).
4367,3.07,0.355,691.067 img/s).
4368,3.245,0.34,653.560 img/s).
4369,3.108,0.367,753.192 img/s).
4370,3.107,0.316,587.932 img/s).
4371,3.241,0.324,575.779 img/s).
4372,3.071,0.352,712.028 img/s).
4373,2.907,0.371,611.276 img/s).
4374,3.127,0.316,711.060 img/s).
4375,2.749,0.395,778.326 img/s).
4376,3.064,0.32,564.305 img/s).
4377,2.968,0.383,682.089 img/s).
4378,3.057,0.406,719.712 img/s).
4379,2.983,0.375,691.761 img/s).
4380,3.087,0.344,713.862 img/s).
4381,2.82,0.355,732.468 img/s).
4382,3.2,0.32,668.438 img/s).
4383,3.092,0.355,703.116 img/s).
4384,2.863,0.359,594.763 img/s).
4385,2.984,0.383,701.597 img/s).
4386,3.013,0.359,576.564 img/s).
4387,3.115,0.328,722.237 img/s).
4388,3.017,0.355,697.155 img/s).
4389,2.936,0.379,646.114 img/s).
4390,2.966,0.387,724.095 img/s).
4391,2.955,0.379,712.556 img/s).
4392,2.922,0.41,697.785 img/s).
4393,3.047,0.34,730.686 img/s).
4394,3.181,0.352,748.948 img/s).
4395,3.085,0.328,555.268 img/s).
4396,3.065,0.363,709.529 img/s).
4397,3.211,0.328,661.678 img/s).
4398,3.023,0.379,736.500 img/s).
4399,3.298,0.273,736.301 img/s).
4400,3.087,0.355,730.843 img/s).
4401,3.024,0.352,595.089 img/s).
4402,3.165,0.352,735.862 img/s).
4403,2.857,0.348,678.338 img/s).
4404,3.012,0.367,745.015 img/s).
4405,2.88,0.402,716.417 img/s).
4406,3.205,0.348,715.840 img/s).
4407,2.985,0.344,712.207 img/s).
4408,3.317,0.312,597.279 img/s).
4409,2.906,0.363,697.632 img/s).
4410,2.764,0.414,410.145 img/s).
4411,3.14,0.336,715.597 img/s).
4412,2.954,0.375,704.923 img/s).
4413,3.162,0.352,735.141 img/s).
4414,3.192,0.301,638.897 img/s).
4415,2.966,0.398,715.094 img/s).
4416,2.967,0.332,673.016 img/s).
4417,3.008,0.359,744.705 img/s).
4418,3.221,0.34,713.868 img/s).
4419,3.205,0.348,699.189 img/s).
4420,3.219,0.344,653.442 img/s).
4421,3.187,0.348,685.059 img/s).
4422,3.039,0.32,768.853 img/s).
4423,3.032,0.336,638.082 img/s).
4424,3.3,0.289,712.835 img/s).
4425,2.727,0.406,694.340 img/s).
4426,3.302,0.293,701.006 img/s).
4427,3.149,0.34,731.808 img/s).
4428,3.038,0.355,750.812 img/s).
4429,3.149,0.348,691.229 img/s).
4430,2.926,0.375,721.100 img/s).
4431,3.015,0.336,718.610 img/s).
4432,3.339,0.277,694.542 img/s).
4433,3.206,0.316,777.192 img/s).
4434,3.125,0.34,682.543 img/s).
4435,3.153,0.32,756.336 img/s).
4436,3.154,0.34,691.930 img/s).
4437,3.145,0.34,652.539 img/s).
4438,3.258,0.328,703.911 img/s).
4439,3.189,0.336,631.646 img/s).
4440,2.831,0.387,667.536 img/s).
4441,2.883,0.367,740.015 img/s).
4442,3.157,0.316,683.617 img/s).
4443,2.851,0.379,648.181 img/s).
4444,2.909,0.398,768.811 img/s).
4445,3.05,0.316,639.758 img/s).
4446,3.124,0.332,684.990 img/s).
4447,3.047,0.312,665.807 img/s).
4448,2.961,0.367,685.112 img/s).
4449,3.172,0.316,595.314 img/s).
4450,3.173,0.332,661.695 img/s).
4451,2.884,0.398,700.211 img/s).
4452,2.998,0.305,616.776 img/s).
4453,2.963,0.359,647.261 img/s).
4454,3.245,0.289,658.226 img/s).
4455,3.095,0.332,662.083 img/s).
4456,2.935,0.359,664.938 img/s).
4457,3.005,0.355,730.527 img/s).
4458,3.252,0.348,728.096 img/s).
4459,2.993,0.344,686.407 img/s).
4460,3.298,0.285,742.814 img/s).
4461,2.906,0.367,41.922 img/s).
4462,3.047,0.383,1060.309 img/s).
4463,3.041,0.336,1054.196 img/s).
4464,3.003,0.332,892.356 img/s).
4465,2.993,0.336,543.062 img/s).
4466,2.933,0.406,688.507 img/s).
4467,2.918,0.312,583.405 img/s).
4468,2.83,0.426,683.106 img/s).
4469,3.212,0.312,574.630 img/s).
4470,2.841,0.406,605.573 img/s).
4471,3.064,0.324,611.334 img/s).
4472,2.937,0.34,614.251 img/s).
4473,3.1,0.34,624.058 img/s).
4474,2.762,0.41,637.936 img/s).
4475,3.164,0.324,554.132 img/s).
4476,3.045,0.34,613.540 img/s).
4477,2.919,0.359,544.239 img/s).
4478,3.2,0.34,611.834 img/s).
4479,3.118,0.309,550.690 img/s).
4480,2.917,0.344,696.683 img/s).
4481,2.885,0.391,709.699 img/s).
4482,2.92,0.324,703.379 img/s).
4483,2.701,0.398,705.026 img/s).
4484,3.076,0.352,520.040 img/s).
4485,2.989,0.352,656.171 img/s).
4486,2.861,0.391,583.451 img/s).
4487,2.84,0.316,577.630 img/s).
4488,2.893,0.352,554.353 img/s).
4489,2.882,0.348,608.384 img/s).
4490,2.952,0.391,664.092 img/s).
4491,2.947,0.367,504.885 img/s).
4492,3.069,0.328,714.254 img/s).
4493,3.05,0.312,720.014 img/s).
4494,2.692,0.438,705.154 img/s).
4495,3.068,0.316,745.096 img/s).
4496,3.224,0.297,685.544 img/s).
4497,3.074,0.332,741.787 img/s).
4498,2.943,0.348,594.250 img/s).
4499,2.995,0.359,742.716 img/s).
4500,2.839,0.367,754.022 img/s).
4501,2.925,0.336,740.136 img/s).
4502,2.852,0.336,665.156 img/s).
4503,3.214,0.293,753.472 img/s).
4504,3.087,0.32,580.377 img/s).
4505,2.947,0.309,635.091 img/s).
4506,2.887,0.359,736.013 img/s).
4507,2.965,0.352,747.891 img/s).
4508,2.819,0.434,31.274 img/s).
4509,2.859,0.383,1032.445 img/s).
4510,3.015,0.371,741.652 img/s).
4511,2.58,0.414,655.958 img/s).
4512,2.784,0.367,689.830 img/s).
4513,2.943,0.391,727.050 img/s).
4514,2.932,0.414,754.606 img/s).
4515,2.875,0.387,681.447 img/s).
4516,2.826,0.371,715.975 img/s).
4517,3.074,0.316,750.046 img/s).
4518,3.068,0.312,688.243 img/s).
4519,2.947,0.344,720.172 img/s).
4520,2.87,0.363,564.917 img/s).
4521,2.911,0.359,728.694 img/s).
4522,2.763,0.375,730.089 img/s).
4523,3.174,0.305,527.591 img/s).
4524,3.003,0.332,598.875 img/s).
4525,2.935,0.344,657.618 img/s).
4526,2.832,0.367,711.079 img/s).
4527,2.912,0.352,738.532 img/s).
4528,2.834,0.371,749.387 img/s).
4529,2.8,0.387,759.284 img/s).
4530,2.813,0.422,687.615 img/s).
4531,2.957,0.371,634.469 img/s).
4532,2.988,0.309,696.127 img/s).
4533,3.111,0.348,702.657 img/s).
4534,2.706,0.406,751.679 img/s).
4535,2.792,0.41,719.030 img/s).
4536,3.023,0.309,508.408 img/s).
4537,3.15,0.309,727.448 img/s).
4538,2.98,0.391,704.027 img/s).
4539,2.953,0.336,657.338 img/s).
4540,3.174,0.324,753.637 img/s).
4541,3.238,0.328,721.677 img/s).
4542,3.011,0.352,747.025 img/s).
4543,2.845,0.359,734.597 img/s).
4544,2.925,0.328,732.183 img/s).
4545,2.795,0.379,705.379 img/s).
4546,3.006,0.336,673.846 img/s).
4547,2.743,0.352,629.743 img/s).
4548,2.68,0.387,655.691 img/s).
4549,3.002,0.359,422.695 img/s).
4550,3.219,0.312,754.966 img/s).
4551,3.151,0.348,714.206 img/s).
4552,2.741,0.406,618.350 img/s).
4553,3.097,0.312,569.648 img/s).
4554,3.059,0.336,599.833 img/s).
4555,2.909,0.367,704.888 img/s).
4556,2.937,0.363,647.725 img/s).
4557,2.911,0.379,737.405 img/s).
4558,2.948,0.367,632.984 img/s).
4559,3.134,0.309,673.295 img/s).
4560,2.848,0.371,741.536 img/s).
4561,2.835,0.387,751.706 img/s).
4562,2.92,0.398,658.658 img/s).
4563,2.94,0.352,726.362 img/s).
4564,2.953,0.402,742.824 img/s).
4565,3.056,0.344,618.345 img/s).
4566,2.921,0.355,692.713 img/s).
4567,3.016,0.375,642.516 img/s).
4568,3.01,0.348,703.947 img/s).
4569,3.022,0.312,729.087 img/s).
4570,3.047,0.324,665.450 img/s).
4571,3.167,0.305,594.693 img/s).
4572,2.699,0.465,688.417 img/s).
4573,2.897,0.363,719.135 img/s).
4574,2.859,0.352,690.220 img/s).
4575,2.872,0.352,728.068 img/s).
4576,2.921,0.359,667.888 img/s).
4577,2.978,0.359,711.151 img/s).
4578,3.054,0.336,471.444 img/s).
4579,2.895,0.398,713.572 img/s).
4580,2.831,0.402,688.044 img/s).
4581,3.144,0.332,728.526 img/s).
4582,2.947,0.371,676.854 img/s).
4583,2.818,0.367,703.983 img/s).
4584,3.028,0.359,638.218 img/s).
4585,2.963,0.359,735.949 img/s).
4586,2.774,0.41,678.694 img/s).
4587,2.811,0.395,769.003 img/s).
4588,2.705,0.41,684.614 img/s).
4589,3.171,0.344,721.883 img/s).
4590,2.993,0.383,694.800 img/s).
4591,2.989,0.332,726.972 img/s).
4592,2.74,0.375,686.690 img/s).
4593,2.626,0.398,707.110 img/s).
4594,2.874,0.34,749.110 img/s).
4595,3.045,0.34,679.356 img/s).
4596,3.116,0.328,642.459 img/s).
4597,2.893,0.402,699.278 img/s).
4598,3.187,0.332,600.427 img/s).
4599,2.934,0.363,714.874 img/s).
4600,2.973,0.367,728.437 img/s).
4601,3.379,0.309,618.522 img/s).
4602,3.096,0.328,721.959 img/s).
4603,3.034,0.359,647.449 img/s).
4604,2.83,0.387,751.324 img/s).
4605,2.833,0.395,733.764 img/s).
4606,2.869,0.379,716.616 img/s).
4607,2.976,0.359,708.429 img/s).
4608,2.827,0.426,745.801 img/s).
4609,3.053,0.363,641.245 img/s).
4610,2.748,0.359,733.079 img/s).
4611,2.556,0.379,716.684 img/s).
4612,2.89,0.363,749.103 img/s).
4613,3.051,0.352,692.349 img/s).
4614,3.149,0.359,514.645 img/s).
4615,2.549,0.422,720.021 img/s).
4616,2.907,0.383,752.833 img/s).
4617,3.174,0.344,715.756 img/s).
4618,2.88,0.363,742.770 img/s).
4619,2.73,0.391,687.355 img/s).
4620,3.131,0.344,723.407 img/s).
4621,2.946,0.367,727.331 img/s).
4622,2.806,0.43,711.162 img/s).
4623,2.926,0.359,734.757 img/s).
4624,2.742,0.398,730.903 img/s).
4625,2.99,0.359,35.590 img/s).
4626,2.89,0.395,130.522 img/s).
4627,2.852,0.371,1016.042 img/s).
4628,2.768,0.375,1041.384 img/s).
4629,2.995,0.371,1085.526 img/s).
4630,2.839,0.379,997.901 img/s).
4631,2.695,0.402,1060.583 img/s).
4632,3.017,0.352,1042.982 img/s).
4633,3.136,0.301,975.402 img/s).
4634,2.911,0.406,710.709 img/s).
4635,2.577,0.465,484.946 img/s).
4636,2.971,0.371,758.364 img/s).
4637,3.207,0.344,701.107 img/s).
4638,3.112,0.375,724.056 img/s).
4639,2.868,0.395,746.130 img/s).
4640,2.833,0.395,656.195 img/s).
4641,2.934,0.355,651.940 img/s).
4642,2.76,0.391,756.363 img/s).
4643,3.032,0.316,732.385 img/s).
4644,2.853,0.418,743.990 img/s).
4645,3.184,0.332,681.071 img/s).
4646,2.963,0.34,668.368 img/s).
4647,2.801,0.375,580.824 img/s).
4648,2.842,0.355,742.517 img/s).
4649,2.575,0.398,694.366 img/s).
4650,2.545,0.473,691.553 img/s).
4651,2.883,0.371,729.264 img/s).
4652,3.01,0.395,756.099 img/s).
4653,2.872,0.367,732.481 img/s).
4654,3.133,0.379,742.240 img/s).
4655,2.834,0.383,713.906 img/s).
4656,3.161,0.363,726.526 img/s).
4657,3.055,0.344,725.147 img/s).
4658,2.954,0.391,703.404 img/s).
4659,3.084,0.355,754.613 img/s).
4660,2.927,0.43,695.617 img/s).
4661,2.517,0.426,699.432 img/s).
4662,2.832,0.375,701.434 img/s).
4663,2.957,0.344,724.209 img/s).
4664,3.043,0.332,734.726 img/s).
4665,2.85,0.367,676.229 img/s).
4666,2.801,0.398,654.573 img/s).
4667,2.948,0.344,729.056 img/s).
4668,3.041,0.379,717.357 img/s).
4669,2.831,0.441,587.692 img/s).
4670,3.134,0.352,735.156 img/s).
4671,2.927,0.363,582.911 img/s).
4672,2.666,0.418,726.531 img/s).
4673,2.576,0.434,651.678 img/s).
4674,2.983,0.355,587.327 img/s).
4675,2.689,0.406,756.093 img/s).
4676,2.822,0.383,737.715 img/s).
4677,2.898,0.344,774.997 img/s).
4678,2.905,0.355,692.648 img/s).
4679,2.67,0.391,734.715 img/s).
4680,2.849,0.391,749.097 img/s).
4681,3.059,0.363,723.414 img/s).
4682,2.861,0.344,748.543 img/s).
4683,2.946,0.324,723.043 img/s).
4684,2.632,0.422,713.920 img/s).
4685,2.811,0.41,747.422 img/s).
4686,2.923,0.363,725.322 img/s).
4687,2.817,0.395,777.590 img/s).
4688,2.753,0.406,717.026 img/s).
4689,2.666,0.41,692.506 img/s).
4690,2.87,0.398,735.775 img/s).
4691,2.98,0.34,704.797 img/s).
4692,3.127,0.391,666.658 img/s).
4693,2.821,0.402,777.710 img/s).
4694,2.656,0.422,703.526 img/s).
4695,2.885,0.375,700.159 img/s).
4696,3.031,0.34,711.620 img/s).
4697,2.932,0.328,727.947 img/s).
4698,2.942,0.383,742.539 img/s).
4699,3.141,0.332,688.845 img/s).
4700,2.989,0.359,790.743 img/s).
4701,2.738,0.395,498.886 img/s).
4702,2.728,0.398,723.758 img/s).
4703,2.973,0.383,763.111 img/s).
4704,2.803,0.395,614.605 img/s).
4705,2.649,0.414,730.951 img/s).
4706,2.984,0.355,742.955 img/s).
4707,2.67,0.41,703.755 img/s).
4708,2.899,0.383,743.287 img/s).
4709,2.697,0.406,736.499 img/s).
4710,2.728,0.406,720.468 img/s).
4711,2.849,0.398,698.059 img/s).
4712,2.602,0.441,753.225 img/s).
4713,2.981,0.344,748.106 img/s).
4714,2.966,0.379,737.009 img/s).
4715,2.851,0.355,648.751 img/s).
4716,2.928,0.418,750.437 img/s).
4717,2.757,0.387,753.407 img/s).
4718,2.588,0.395,440.599 img/s).
4719,2.948,0.367,698.584 img/s).
4720,3.017,0.391,697.487 img/s).
4721,2.859,0.387,702.504 img/s).
4722,2.619,0.418,643.137 img/s).
4723,3.139,0.316,694.177 img/s).
4724,2.732,0.375,713.396 img/s).
4725,2.489,0.461,724.977 img/s).
4726,2.919,0.367,607.554 img/s).
4727,2.584,0.445,793.813 img/s).
4728,3.045,0.379,664.454 img/s).
4729,2.812,0.34,674.353 img/s).
4730,2.438,0.469,728.659 img/s).
4731,2.732,0.387,729.538 img/s).
4732,2.891,0.367,751.121 img/s).
4733,2.698,0.355,671.238 img/s).
4734,2.646,0.383,760.056 img/s).
4735,2.562,0.426,702.060 img/s).
4736,2.797,0.414,762.368 img/s).
4737,2.589,0.43,779.314 img/s).
4738,3.025,0.34,677.682 img/s).
4739,3.061,0.34,681.790 img/s).
4740,2.841,0.355,680.311 img/s).
4741,2.628,0.387,462.686 img/s).
4742,2.94,0.398,705.312 img/s).
4743,2.831,0.352,741.479 img/s).
4744,2.827,0.359,689.420 img/s).
4745,2.723,0.41,728.597 img/s).
4746,2.837,0.371,741.444 img/s).
4747,3.046,0.332,701.547 img/s).
4748,2.896,0.387,745.273 img/s).
4749,2.908,0.379,708.415 img/s).
4750,2.915,0.371,723.347 img/s).
4751,2.909,0.359,672.089 img/s).
4752,2.858,0.418,705.844 img/s).
4753,2.603,0.402,767.217 img/s).
4754,3.011,0.324,795.696 img/s).
4755,2.724,0.363,690.590 img/s).
4756,2.707,0.402,674.969 img/s).
4757,3.111,0.32,729.569 img/s).
4758,2.594,0.414,744.345 img/s).
4759,2.718,0.391,720.020 img/s).
4760,2.536,0.41,757.507 img/s).
4761,2.758,0.41,725.020 img/s).
4762,2.705,0.402,690.183 img/s).
4763,2.784,0.414,597.303 img/s).
4764,2.764,0.375,772.983 img/s).
4765,2.747,0.402,734.483 img/s).
4766,2.737,0.41,711.204 img/s).
4767,2.563,0.434,627.552 img/s).
4768,3.259,0.309,554.416 img/s).
4769,2.825,0.406,687.074 img/s).
4770,3.087,0.367,731.334 img/s).
4771,2.801,0.406,718.170 img/s).
4772,2.7,0.426,732.977 img/s).
4773,2.658,0.418,745.905 img/s).
4774,2.851,0.418,703.403 img/s).
4775,2.868,0.383,775.601 img/s).
4776,2.747,0.453,768.370 img/s).
4777,2.853,0.367,752.353 img/s).
4778,3.067,0.359,694.414 img/s).
4779,2.963,0.383,728.846 img/s).
4780,2.809,0.375,726.125 img/s).
4781,2.709,0.387,749.555 img/s).
4782,2.94,0.328,454.371 img/s).
4783,2.733,0.434,723.695 img/s).
4784,2.988,0.383,749.233 img/s).
4785,2.739,0.41,783.199 img/s).
4786,2.721,0.406,677.461 img/s).
4787,2.636,0.391,686.393 img/s).
4788,2.858,0.406,694.887 img/s).
4789,2.743,0.414,589.717 img/s).
4790,2.773,0.414,734.311 img/s).
4791,2.805,0.395,710.489 img/s).
4792,2.797,0.387,755.603 img/s).
4793,2.792,0.398,638.080 img/s).
4794,2.769,0.375,730.478 img/s).
4795,2.89,0.344,659.312 img/s).
4796,3.076,0.355,500.284 img/s).
4797,3.245,0.309,628.409 img/s).
4798,2.753,0.391,730.767 img/s).
4799,3.035,0.375,27.362 img/s).
4800,3.065,0.34,762.164 img/s).
4801,2.719,0.406,1006.425 img/s).
4802,2.765,0.383,1057.466 img/s).
4803,2.84,0.367,942.183 img/s).
4804,2.713,0.379,1065.928 img/s).
4805,2.663,0.426,789.380 img/s).
4806,2.653,0.418,725.089 img/s).
4807,2.71,0.41,753.790 img/s).
4808,2.972,0.387,689.933 img/s).
4809,2.697,0.422,729.065 img/s).
4810,2.78,0.387,729.430 img/s).
4811,2.71,0.426,567.846 img/s).
4812,2.509,0.422,754.443 img/s).
4813,2.487,0.473,693.850 img/s).
4814,2.703,0.402,762.606 img/s).
4815,2.962,0.363,715.758 img/s).
4816,2.94,0.398,741.097 img/s).
4817,3.079,0.355,520.206 img/s).
4818,2.777,0.414,695.728 img/s).
4819,2.887,0.375,761.664 img/s).
4820,2.885,0.355,753.853 img/s).
4821,3.011,0.348,755.603 img/s).
4822,2.936,0.383,607.196 img/s).
4823,2.702,0.418,804.394 img/s).
4824,2.896,0.355,497.344 img/s).
4825,2.778,0.402,740.951 img/s).
4826,2.87,0.344,692.042 img/s).
4827,2.744,0.34,700.719 img/s).
4828,2.689,0.375,690.308 img/s).
4829,2.584,0.402,696.713 img/s).
4830,2.623,0.445,670.360 img/s).
4831,2.794,0.379,665.978 img/s).
4832,2.858,0.398,768.232 img/s).
4833,2.955,0.383,640.067 img/s).
4834,2.705,0.434,728.850 img/s).
4835,2.802,0.355,779.979 img/s).
4836,2.753,0.387,613.246 img/s).
4837,3.109,0.363,520.306 img/s).
4838,3.086,0.344,494.689 img/s).
4839,2.906,0.383,739.724 img/s).
4840,2.481,0.434,618.089 img/s).
4841,3.093,0.402,742.863 img/s).
4842,2.76,0.383,748.456 img/s).
4843,2.447,0.48,742.683 img/s).
4844,2.838,0.379,696.483 img/s).
4845,2.583,0.445,758.527 img/s).
4846,2.836,0.402,753.868 img/s).
4847,2.973,0.355,779.685 img/s).
4848,2.757,0.402,707.562 img/s).
4849,2.948,0.344,761.316 img/s).
4850,2.692,0.418,521.743 img/s).
4851,2.735,0.402,715.764 img/s).
4852,2.803,0.398,669.951 img/s).
4853,2.88,0.344,653.672 img/s).
4854,2.644,0.398,727.268 img/s).
4855,2.886,0.371,765.646 img/s).
4856,2.834,0.367,729.301 img/s).
4857,2.752,0.426,722.675 img/s).
4858,2.695,0.422,774.698 img/s).
4859,2.709,0.41,773.756 img/s).
4860,2.98,0.363,765.555 img/s).
4861,2.676,0.398,703.042 img/s).
4862,2.546,0.457,664.491 img/s).
4863,3.1,0.332,749.696 img/s).
4864,2.967,0.387,621.709 img/s).
4865,3.136,0.309,758.720 img/s).
4866,2.856,0.379,731.098 img/s).
4867,2.962,0.328,623.063 img/s).
4868,2.963,0.391,715.290 img/s).
4869,2.787,0.371,746.878 img/s).
4870,2.827,0.387,615.180 img/s).
4871,2.406,0.449,719.204 img/s).
4872,2.632,0.422,707.824 img/s).
4873,3.046,0.398,765.745 img/s).
4874,2.61,0.402,669.649 img/s).
4875,2.795,0.383,789.928 img/s).
4876,2.512,0.43,708.967 img/s).
4877,2.943,0.379,488.186 img/s).
4878,2.803,0.418,726.531 img/s).
4879,2.837,0.355,675.760 img/s).
4880,2.849,0.387,712.041 img/s).
4881,2.826,0.379,714.193 img/s).
4882,2.847,0.344,747.836 img/s).
4883,2.657,0.402,776.287 img/s).
4884,2.851,0.402,740.399 img/s).
4885,2.674,0.398,690.005 img/s).
4886,2.792,0.359,772.223 img/s).
4887,2.716,0.43,770.628 img/s).
4888,2.542,0.473,760.276 img/s).
4889,2.693,0.402,754.740 img/s).
4890,2.696,0.422,665.179 img/s).
4891,2.668,0.41,684.484 img/s).
4892,2.943,0.402,788.484 img/s).
4893,2.821,0.438,744.213 img/s).
4894,2.829,0.398,597.418 img/s).
4895,2.919,0.395,684.533 img/s).
4896,2.835,0.383,732.022 img/s).
4897,2.763,0.414,716.134 img/s).
4898,2.827,0.383,660.779 img/s).
4899,2.817,0.395,713.748 img/s).
4900,2.72,0.391,723.434 img/s).
4901,2.682,0.43,708.198 img/s).
4902,2.78,0.387,745.667 img/s).
4903,2.984,0.34,754.065 img/s).
4904,2.825,0.398,500.804 img/s).
4905,2.604,0.43,604.501 img/s).
4906,3.035,0.359,741.659 img/s).
4907,2.788,0.402,728.036 img/s).
4908,2.561,0.398,781.997 img/s).
4909,2.993,0.383,671.687 img/s).
4910,2.83,0.395,761.596 img/s).
4911,2.668,0.391,715.317 img/s).
4912,2.759,0.379,720.401 img/s).
4913,2.939,0.352,712.115 img/s).
4914,2.793,0.41,735.057 img/s).
4915,2.963,0.367,719.212 img/s).
4916,2.778,0.426,740.061 img/s).
4917,2.831,0.398,750.493 img/s).
4918,2.96,0.375,488.803 img/s).
4919,3.085,0.359,715.810 img/s).
4920,2.853,0.383,734.820 img/s).
4921,2.927,0.371,692.604 img/s).
4922,2.744,0.422,754.043 img/s).
4923,2.836,0.383,730.820 img/s).
4924,2.731,0.438,659.965 img/s).
4925,2.602,0.441,663.014 img/s).
4926,2.693,0.434,721.384 img/s).
4927,2.999,0.387,745.570 img/s).
4928,2.499,0.438,750.469 img/s).
4929,2.739,0.395,722.842 img/s).
4930,2.693,0.445,579.002 img/s).
